BAIdentifier,BALegalName,BAAddress,BAPhoneNumber,BACorporateStatus,BACorporateStatusEffectiveDate,AmalgamatedIntoBAID,AmalgamatedIntoBALegalName,BAAmalgamationEstablishedDate
0167,SHAW RUSSELL L. ESTATE OF ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0168,POOL PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-01-31,,,
0169,PROFESSIONAL OIL HOLDINGS LTD,304 8 AVE SW SUITE 401    CALGARY AB CA T2P 1C2,780-422-1395,STRUCK,1973-04-30,,,
0170,ROSS & NYGREN,PO BOX 712    LLOYDMINSTER SK CA S9V 0X9,780-422-1395,ACTIVE,2002-10-01,,,
0171,BARONS OIL LIMITED,AEC WEST LTD AEC WEST BUSINESS UNIT LAND DEPARTMENT 707 8 AVE SW SUITE 3700 CALGARY AB CA T2P 1H5,780-422-1395,STRUCK,1994-12-31,,,
0172,LLOYDMINSTER WELL OPERATING CO,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0173,BP CANADA ENERGY RESOURCES COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0LF3,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31
0174,MORGRO OIL OPERATORS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1963-01-15,,,
0175,FIRST CALGARY PETROLEUMS LTD.,C/O SNAMPROGETTI CANADA 530 8 AVE SW SUITE 1800   CALGARY AB CA T2P 3S8,403-264-6697,AMALGAMATED,2010-01-01,A5FG,ENI CANADA HOLDING LTD.,2010-04-30
0176,WEYERHAEUSER CANADA LTD,11553 154 ST NW    EDMONTON AB CA T5M 3N7,780-422-1395,AMALGAMATED,2002-10-01,A0NX,WEYERHAEUSER COMPANY LIMITED,2004-02-29
0177,NUMAC ENEGY INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,1994-01-01,0307,NUMAC ENERGY INC.,2002-10-31
0178,TACOMA PETROELUMS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0K22,TACOMA PETROLEUMS LIMITED,2002-10-31
0179,SPUR PIPELINES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1969-02-15,,,
0180,BONNYVILLE GAS COMPANY LIMITED,5509 45 ST    LEDUC AB CA T9E 6T6,780-422-1395,AMALGAMATED,2001-05-01,0190,ALTAGAS UTILITIES INC.,2002-10-31
0181,ARIES OIL COMPANY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0182,NORTHERN UTILITIES (SASK.) LTD.,3830 7 ST SW    CALGARY AB CA T2T 2Y3,780-422-1395,ACTIVE,1994-04-01,,,
0183,STRATHCONA PIPELINES,603 7 AVE SW SUITE 405    CALGARY AB CA T2P 2T5,780-422-1395,NON REGISTERED,2002-10-01,,,
0184,ICI CANADA INC.,PO BOX 250    CARSELAND AB CA T0J 0M0,780-422-1395,STRUCK,2011-09-02,,,
0185,SUNLITE OIL COMPANY LIMITED,6423 BURBANK RD SE PO BOX 420   CALGARY AB CA T2H 2E1,780-422-1395,AMALGAMATED,1995-04-01,0TE2,CENTURION ENERGY INTERNATIONAL INC.,2002-10-31
0186,WESTERN CHEMICALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-01-31,,,
0187,ELK POINT GAS LTD,4807 50 AVE PO BOX 759   ELK POINT AB CA T0A 1A0,780-422-1395,DISSOLUTION/DISSOLVED,2002-04-09,,,
0189,"THE CANADIAN SALT COMPANY LIMITED/LA SOCIETE CANADIENNE DE SEL, LIMITEE",PO BAG 1    ELK POINT AB CA T0A 1A0,780-724-3745 Ext 134,AMALGAMATED,2014-01-01,A6TK,K+S WINDSOR SALT LTD./K+S SEL WINDSOR LTEE.,2014-08-31
018B,EDWARD HOLDINGS LTD,801 6 AVE SW FLOOR 6    CALGARY AB CA T2P 3W2,780-422-1395,NON REGISTERED,2002-10-01,,,
0190,ALTAGAS UTILITIES INC.,5509 45 ST    LEDUC AB CA T9E 6T6,780-986-5215,ACTIVE,1984-12-01,,,
0191,VERMILION CONSOLIDATED OILS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1984-10-31,,,
0192,INLAND GAS AND OIL COMPANY LIMITED,2000 AQUITAINE TOWER 540 5 AVE SW   CALGARY AB CA T2P 0M2,780-422-1395,STRUCK,1985-02-27,,,
0193,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31
0194,FRONTIER OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1981-09-30,,,
0195,GIBSON ENERGY ULC,440 2 AVE SW SUITE 1700    CALGARY AB CA T2P 5E9,403-206-4000,ACTIVE,1994-01-01,,,
0197,BLUEWATER OIL & GAS LIMITED,RENAISSANCE ENERGY LTD 425 1 ST SW SUITE 3000 PO BOX 1120 STN M  CALGARY AB CA T2P 2K9,780-422-1395,STRUCK,1997-04-17,,,
0198,SPARKY DEVELOPMENT LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1966-11-30,,,
0200,BEAVER UTILITIES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0201,RANCHMEN'S RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0R63,RANCHMEN'S RESOURCES LTD.,2002-10-31
0202,GALE R ,GENERAL DELIVERY    DUNMORE AB CA T0J 1A0,780-422-1395,NON REGISTERED,2002-10-01,,,
0203,NORTHERN DEVELOPMENT COMPANY LIMITED,603 7 AVE SW SUITE 1200    CALGARY AB CA T2P 2T5,780-422-1395,ACTIVE,2013-03-02,,,
0205,PEMBINA PIPELINE CORPORATION,585 8 AVE SW SUITE 4000    CALGARY AB CA T2P 1G1,403-231-7500,ACTIVE,2002-10-01,,,
0206,SEVENTY SEVEN OIL CO,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0207,NEW YORK OILS LIMITED,"2000, 400 3 AVE SW    CALGARY AB CA T2P 4H2",780-422-1395,AMALGAMATED,1997-06-01,0TM2,CANNAT RESOURCES INC.,2002-10-31
0208,BIG RED OIL SERVICES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-02-28,,,
0209,GARVEY EXPLORATION LTD,603 7 AVE SW SUITE 300    CALGARY AB CA T2P 2T5,780-422-1395,STRUCK,2002-04-02,,,
0210,EXXONMOBIL RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0025,EXXONMOBIL RESOURCES LTD.,2002-10-31
0211,PINDER DONALD ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0212,NABORS DRILLING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0X84,NABORS DRILLING LIMITED,2002-10-31
0213,WESTBURNE PETROLEUM & MINERALS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0K27,WESTBURNE PETROLEUM & MINERALS LTD,2002-10-31
0214,NITH RIVER PETROLEUMS LIMITED,126 MAIN ST CAMBRIDGE    GALT ON CA N1R 5W1,780-422-1395,STRUCK,2002-10-01,,,
0215,NCE PETROFUND CORP,355 4 AVE SW SUITE 900    CALGARY AB CA T2P 0J1,780-422-1395,AMALGAMATED,1998-01-01,0CW9,MAGIN ENERGY INC.,2002-10-31
0217,"SMOKY LAKE, TOWN OF",PO BOX 460    SMOKY LAKE AB CA T0A 3C0,780-656-3674,NON REGISTERED,1984-12-01,,,
0219,"KOCH EXPLORATION CANADA, LTD",9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0368,"KOCH EXPLORATION CANADA, LTD.",2002-10-31
0220,PROVO GAS PRODUCERS LIMITED,9945 108 ST FLOOR 3    EDMO AB CA T5K 2G6,780-422-1395,AMALGAMATED,1989-01-01,0005,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31
0221,TOUCHE ROSS & CO,700 2 ST SW SUITE 3500    CALGARY AB CA T2P 2W2,780-422-1395,NON REGISTERED,2002-10-01,,,
0223,CALPINE CANADA NATURAL GAS COMPANY,"ATTN: AUSTIN, TOBY C/O ERNEST & YOUNG 440 2 AVE SW SUITE 1000  CALGARY AB CA T2P 5E9",403-750-3300,AMALGAMATED,2004-02-03,0LR8,CALPINE CANADA RESOURCES COMPANY,2004-05-31
0224,FROMAN OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1975-03-15,,,
0225,REDWATER WATER DISPOSAL COMPANY LIMITED,9333 41 AVE NW    EDMONTON AB CA T6E 6R5,780-469-1356,ACTIVE,1994-01-01,,,
0226,NEXEN ENERGY ULC,801 7 AVE SW PO BOX 2727 ST M   CALGARY AB CA T2P 5C1,403-699-4000,AMALGAMATED,2013-07-12,A6LC,NEXEN ENERGY ULC,2013-10-31
0227,ENRON CORP,717 7 AVE SW SUITE 1300    CALGARY AB CA T2P 0Z3,780-422-1395,STRUCK,1988-10-01,,,
0228,"CASTOR, TOWN OF",PO BOX 479    CASTOR AB CA T0C 0X0,780-422-1395,NON REGISTERED,2002-10-01,,,
0229,BEAVER ENGINEERING LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0230,DUPLEX HOLDINGS LTD,6108 AVE SW SUITE 905    CALGARY AB CA T2P 1G5,780-422-1395,STRUCK,1986-05-17,,,
0231,CANNAT RESOURCES INC,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0TM2,CANNAT RESOURCES INC.,2002-10-31
0232,PENWA OILS LTD,P O BOX 1387    CALGARY AB CA T2P 2L6,780-422-1395,STRUCK,1977-05-14,,,
0233,PERU EXPLORATION CORPORATION,BOX 716    NORTH HOLLYWOOD CA US 91601,780-422-1395,STRUCK,1969-07-15,,,
0234,"ALEX W. MCCOY ASSOCIATES, INC",9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0235,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31
0237,CANTERRA ENERGY LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0L73,CANTERRA ENERGY LTD.,2002-10-31
0238,SHARE MINES & OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,CONTINUED OUT,1979-11-20,,,
0239,WESTERN & TEXAS OIL CO LIMITED (NO PERSONAL LIABILITY),9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1988-01-30,,,
0240,APCO OIL LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1980-03-31,,,
0241,ZORAYDA OIL CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0299,ZORAYDA OIL CO. LTD.,2002-10-31
0242,WEKALTA OIL OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1969-12-31,,,
0244,P A T OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-11-30,,,
0245,JAMES A LEWIS ENGINEERING LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1962-02-28,,,
0246,PETRO-CANADA,150 6 AVE SW FLOOR 20 PO BOX 2844   CALGARY AB CA T2P 3E3,403-296-8000,AMALGAMATED,2009-08-07,0054,SUNCOR ENERGY INC.,2009-11-30
0247,SUNRAY DX NORTHERN OIL CO LTD,805 8 AVE SW    CALGARY AB CA T2P 1H7,780-422-1395,STRUCK,1978-06-15,,,
0248,WARDLO OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1978-03-15,,,
0250,BP CANADA ENERGY RESOURCES COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0LF3,BP CANADA ENERGY RESOURCES COMPANY,2002-10-31
0251,BRYCE RENTALS LTD.,9404 58 AVE    EDMONTON AB CA T6E 0B6,780-422-1395,NON REGISTERED,2002-10-01,,,
0252,BARG JOHN ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0253,ORBUS PHARMA INC.,20 KONRAD CRES    MARKHAM ON CA L3R 8T4,905-943-9444,ACTIVE,2010-08-18,,,
0255,CANADIAN RESERVE OIL AND GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0071,CANADIAN RESERVE OIL AND GAS LTD.,2002-10-31
0256,BP CANADA ENERGY COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0060,BP CANADA ENERGY COMPANY ULC,2002-10-31
0257,SUNAC PETROLEUM CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0A06,SUNAC PETROLEUM CORPORATION,2002-10-31
0258,ROZSA OILS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1974-07-15,,,
0259,CANADIAN QUANTUM ENERGY CORPORATION,1414 8 ST SW SUITE 500    CALGARY AB CA T2R 1J6,403-532-8543,STRUCK,2018-08-21,,,
0260,ALBERTA UNDERGROUND STORAGE LIMITED,PO BOX 40    HUGHENDEN AB CA T0B 2E0,780-422-1395,STRUCK,1986-09-30,,,
0261,HALES OIL & GAS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1983-11-01,,,
0264,BLAIN WELL OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1972-07-31,,,
0265,KAMIK OIL VENTURES (1983) LTD.,2397 HAYWOOD AVE    WEST VANCOUVER BC CA V7V 1X9,604-925-2251,ACTIVE,2002-10-01,,,
0266,ANADARKO CANADA CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0031,ANADARKO CANADA CORPORATION,2002-10-31
0267,TUXTLA GAS ENGINEERING LTD.,2424 4 ST SW SUITE 1020    CALGARY AB CA T2S 2T4,780-422-1395,ACTIVE,2008-01-02,,,
0268,B-H PETROLEUMS (ALBERTA) LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1971-12-31,,,
0269,LONE PINE RESOURCES LTD,1928 BAY SHORE ROAD SW    CALGARY AB CA T2V 3M1,780-422-1395,AMALGAMATED,2003-11-01,A0EY,LYMAC INVESTMENTS INC.,2003-11-30
0270,SOHIO PETROLEUM COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1966-12-31,,,
0271,BOLIDEN WESTMIN LIMITED,UNION PACIFIC RESOURCES INC 425 1 ST SW PO BOX 2595 STN M  CALGARY AB CA T2P 4V4,780-422-1395,STRUCK,1999-03-13,,,
0272,EPS FLUSH-BY,PO BOX 3283    WAINWRIGHT AB CA T9W 1T2,780-422-1395,NON REGISTERED,2002-10-01,,,
0273,CAMERINA PETROLEUM CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1968-01-31,,,
0274,MAYNARD ENERGY INC,PO BOX 4365 STN C    CALGARY AB CA T2T 5N2,780-422-1395,STRUCK,1990-05-01,,,
0276,HETHERINGTON RANCHES LTD.,300 MEREDITH RD NE SUITE 1001    CALGARY AB CA T2E 7A8,780-422-1395,STRUCK,1997-10-01,,,
0277,PROPANE ENGINEERING SERVICES LTD,2301 CENTRE ST N    CALGARY AB CA T2E 2T6,780-422-1395,STRUCK,1959-06-16,,,
0278,BLUE FLAME GAS DISTRIBUTORS,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0279,CLINKER INVESTMENTS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1969-01-31,,,
027B,PAFFORD MARY ,801 6 AVE SW FLOOR 6    CALGARY AB CA T2P 3W2,780-422-1395,NON REGISTERED,2002-10-01,,,
0280,ALBERTA PROPANE LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1999-03-13,,,
0281,ZIGLORS PROPANE SALES & SERVICE,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0282,BLACK DIAMOND PROPANE CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1967-03-15,,,
0283,CIGAS PRODUCTS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,CONTINUED OUT,1986-05-28,,,
0284,GENERAL SUPPLY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,ACTIVE,2002-10-01,,,
0285,GROVE PROPANE LTD,4916 50 ST NW    EDMONTON AB CA T0E 2G0,780-422-1395,STRUCK,1997-12-01,,,
0286,MUTUAL PROPANE LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,ACTIVE,2002-10-01,,,
0287,"VALLEYVIEW, TOWN OF",PO BOX 270    VALLEYVIEW AB CA T0H 3N0,780-422-1395,NON REGISTERED,1994-01-01,,,
0288,NORTHWESTERN UTILITIES LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0021,NORTHWESTERN UTILITIES LIMITED,2002-10-31
0289,MANY ISLANDS PIPE LINES (CANADA) LIMITED,1777 VICTORIA AVE SUITE 500    REGINA SK CA S4P 4K5,306-777-9626,ACTIVE,1984-12-01,,,
0290,GAGE CANADIAN OIL AND GAS CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1977-12-15,,,
0291,CARDINAL PETROLEUM COMPANY,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1975-01-31,,,
0292,WESTCOAST PETROLEUM (1985) LTD,700 6 AVE SW SUITE 2200    CALGARY AB CA T2P 0T8,780-422-1395,STRUCK,1987-12-11,,,
0293,CANADIAN SPOONER RESOURCES INC.,1 YONGE ST SUITE 1801    TORONTO ON CA M5E 1W7,416-214-7581,NON REGISTERED,2008-01-14,,,
0294,I.XL INDUSTRIES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0649,I.XL INDUSTRIES LTD.,2002-10-31
0295,R C ARNIM OIL & GAS OPERATIONS LTD,400 4 AVE SW SUITE 2401    CALGARY AB CA T2P 0J4,780-422-1395,STRUCK,1981-07-31,,,
0296,INVERNESS HYDROCARBONS LTD.,RIGEL OIL & GAS LTD BOW VALLEY SQ 3 255 5 AVE SW SUITE 1900  CALGARY AB CA T2P 3G6,250-952-0296,STRUCK,1996-03-29,,,
0297,PAGE PETROLEUM LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0M23,PAGE PETROLEUM LTD,2002-10-31
0298,"EL PASO EXPLORATION & PRODUCTION MANAGMENT, INC.",NINE GREENWAY PLAZA    HOUSTON TX US 77046,780-422-1395,STRUCK,2013-10-02,,,
0299,ZORAYDA OIL CO. LTD.,1309 COLBORNE CRES SW    CALGARY AB CA T2T 0R3,403-263-7466,ACTIVE,1994-01-01,,,
0300,LLOYDMINSTER LOW PRESSURE,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0301,MCCARTY & COLEMAN,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0302,FORGOTSON AND BURK,509 MARSHALL ST SUITE 1200    SHREVEPORT LA CA US 711013560,780-422-1395,ACTIVE,2002-10-01,,,
0303,CANADIAN AMERICAN ROYALTIES LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1983-02-28,,,
0304,OAKLAND PETROLEUMS LIMITED,"2800, 330 5 AVE SW    CALGARY AB CA T2P 0L4",780-422-1395,STRUCK,1985-12-01,,,
0305,DEKALB PETROLEUM CORPORATION,700 9 AVE SW SUITE 1000    CALGARY AB CA T2P 3V4,403-303-8595,STRUCK,1989-05-01,,,
0307,NUMAC ENERGY INC.,324 8 AVE SW SUITE 1600    CALGARY AB CA T2P 2Z5,780-422-1395,AMALGAMATED,2003-09-01,0K29,DEVON CANADA CORPORATION,2004-03-31
0308,BRO RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,CONTINUED OUT,2002-10-01,,,
0309,ORION PETROLEUMS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1970-11-14,,,
0310,INTER-CITY GAS CORPORATION,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0059,INTER-CITY GAS CORPORATION,2002-10-31
0311,CENTENNIAL OIL 67 LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0312,SOUTHEASTERN CONSTRUCTION & DISTRIBUTION SERVICE LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1980-03-31,,,
0313,"SAMEDAN OIL OF CANADA, INC",110 WEST BROADWAY PO BOX 909   ARDMORE OK US 73401,780-422-1395,STRUCK,1999-02-01,,,
0314,NORTHWESTERN REFINING CO,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1977-11-15,,,
0316,CANADIAN HOMESTEAD RESOURCES LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1976-05-31,,,
0317,PETRO-CANADA,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0246,PETRO-CANADA,2002-10-31
0319,BP RESOURCES CANADA LIMITED,"LAND DEPARTMENT 2400, 855 2 ST SW   CALGARY AB CA T2P 4J9",780-422-1395,AMALGAMATED,1993-01-01,0039,REPSOL OIL & GAS CANADA INC.,2002-10-31
0320,FARRIES HOLDINGS LTD.,10819 WILLOWGLEN PLACE SE    CALGARY AB CA T2J 1R8,403-271-3473,STRUCK,2018-03-02,,,
0321,BLAKE RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0M64,BLAKE RESOURCES LTD,2002-10-31
0322,HALVORSON L.D. ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0323,NITH RIVER PETROLEUMS LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0214,NITH RIVER PETROLEUMS LIMITED,2002-10-31
0324,UNO-TEX PETROLEUM CORPORATION,2101 SUNCOR TOWER 500 9 AVE SW   CALGARY AB CA T2P 2V6,780-422-1395,STRUCK,1989-12-01,,,
0325,J. H. WILSON & ASSOCIATES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1988-04-15,,,
0326,NORTEX EXPLORATION CORP,300 GULF STATES BUILDING    DALLAS TX US 75201,780-422-1395,STRUCK,1966-07-03,,,
0327,PENNZOIL PETROLEUMS LTD.,401 9 ave sw    calgary AB CA T2P 2H7,780-422-1395,STRUCK,2002-09-03,,,
0328,BLAIR OIL COMPANY,C/O PENGROWTH ENERGY CORPORATION 222 3 AVE SW SUITE 2100   CALGARY AB CA T2P 0B4,780-422-1395,ACTIVE,1984-12-01,,,
0329,SEVENWAY CAPITAL CORPORATION,CORPORATION 1970 ALBERTA ST   VANCOUVER BC CA V5Y 3X4,780-422-1395,CONTINUED OUT,1999-09-16,,,
0330,THE MONTANA POWER COMPANY,311 6 AVE SW SUITE 1300    CALGARY AB CA T2P 3H2,780-422-1395,NON REGISTERED,2002-10-01,,,
0331,HUNT OIL COMPANY,700 2 ST SW SUITE 1500    CALGARY AB CA T2P 2W1,403-531-1530,STRUCK,2015-10-02,,,
0332,RANCHMEN'S RESOURCES LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0R63,RANCHMEN'S RESOURCES LTD.,2002-10-31
0333,RICHARD J CHURCHILL LIMITED,12942 107 ST NW    EDMONTON AB CA T5E 4V6,780-422-1395,ACTIVE,1994-01-01,,,
0334,MARJACK OILS LTD.,10305 97 ST    EDMONTON AB CA T5J 0M1,780-422-1395,STRUCK,1966-10-15,,,
0335,UNOCAL CANADA LIMITED,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,AMALGAMATED,2002-10-01,0028,CHEVRON CANADA PROPERTIES LIMITED,2002-10-31
0336,PHOENIX RESOURCES COMPANY,1020 AQUITAINE TOWER 540 5 AVE SW   CALGARY AB CA T2P 0M2,780-422-1395,STRUCK,1986-10-01,,,
0337,MEOTA GAS CO-OPERATIVE ASSOCIATION LIMITED,PO BOX 36    PRIDDIS AB CA T0L 1W0,403-931-2161,ACTIVE,2002-10-01,,,
0338,ALBERTA ENERGY REGULATOR,250 5 ST SW SUITE 1000    CALGARY AB CA T2P 0R4,403-297-8311,NON REGISTERED,1753-01-01,,,
0339,PNRC OIL & GAS LTD,C O PIONEER NATURAL RESOURCES CANAD 255 5 AVE SW SUITE 2900   CALGARY AB CA T2P 3G6,780-422-1395,AMALGAMATED,1999-01-01,0DF3,PIONEER NATURAL RESOURCES CANADA INC.,2002-10-31
0340,HUSSAR OPERATORS LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1975-01-10,,,
0342,MARFLO DRILLING CO LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1973-03-13,,,
0343,ELLIS B. M. ,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,NON REGISTERED,2002-10-01,,,
0344,BHP PETROLEUM (CANADA) LTD,400 3 AVE SW SUITE 1650    CALGARY AB CA T2P 4H2,780-422-1395,AMALGAMATED,1988-10-01,0HE5,BHP BILLITON (TRINADAD-EAST COAST) LTD.,2002-10-31
0345,GREAT BASINS PETROLEUM LTD,700 2 ST SW SUITE 3700 PO BOX 2544 STN M   CALGARY AB CA T2P 3X6,780-422-1395,LIQUIDATION,2002-10-01,,,
0346,STAR OIL & GAS LTD.,150 6 AVE SW SUITE 3500    CALGARY AB CA T2P 3Y7,403-232-3300 Ext 355,AMALGAMATED,2003-04-16,0G30,ARC RESOURCES LTD.,2003-09-30
0347,FULTON MANAGEMENT LTD,9945 108 ST    EDMONTON AB CA T5K 2G6,780-422-1395,STRUCK,1990-02-01,,,
0348,STARTECH OIL & GAS LTD.,333 5 AVE SW SUITE 700    CALGARY AB CA T2P 3B6,403-506-6415,AMALGAMATED,2000-01-01,0ER2,STARTECH ENERGY INC.,2003-05-31
