Licence_Number,NEB_Pipeline_Indicator,Segment_Line_Number,Licence_Line_Number,Pipeline_Licence_Segment_Id,Company_Name,BA_Code,Pipeline_Specification_Id,Segment_Length,Segment_Status,Segment_From_Facility,From_Location,Segment_To_Facility,To_Location,H2S_Release_Volume,H2S_Release_Level,H2S_Content,Pipe_Technical_Standard,Pipe_Outside_Diameter,Pipe_Type,Pipe_Wall_Thickness,Pipe_Grade,Pipe_Material,Pipe_Max_Operating_Pressure,Pipe_Stress_Level,Pipe_Joint_Method,Pipe_Internal_Protection,Field_Centre,Bidirectional_Pipeline_Ind,HDD_Bored_Ind,Liner_Grade,Liner_Type,Pipeline_External_Protection,Pipeline_Environment,Pipeline_Class_Location,Substance 1,Substance 2,Substance 3,Original_Licence_Number,Original_Pipe_Specification_Id,Original_Segment_Line_Number,Licence_Approval_Date,Original_Licence_Issue_Date,Permit_Approval_Date,Permit_Expiry_Date,Last_Occurrence_Year,Above_Ground_Pipeline
10045,N,14,10045-14,285078,Bearspaw Petroleum Ltd.,0NL1,1,0.32,Removed,Blind End,05-13-029-20W4,Blind End,06-13-029-20W4,,,0.3, ,88.9,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,Oil-Well Effluent,,,,,,,,2011-09-02 14:17:00,2008-10-01 00:00:00,2008,
10045,N,18,10045-18,308244,Bearspaw Petroleum Ltd.,0NL1,1,0.1,Removed,Blind End,14-13-029-20W4,Blind End,14-13-029-20W4,,,0.3, ,88.9,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,Oil-Well Effluent,,,10045,,12,2008-05-30 00:00:00,,2011-07-18 10:12:00,2010-05-04 00:00:00,1910,
10128,N,2,10128-2,44809,ATCO Gas And Pipelines Ltd.,0144,3,0.03,Operating,Pipeline,16-04-078-21W5,Pipeline,16-04-078-21W5,,,0,Z662,88.9,Z245.1,5.5,2901,Steel,4140,12,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,10128,,2,2002-05-06 00:00:00,1995-03-16 00:00:00,1995-03-16 00:00:00,1995-09-16 00:00:00,1995,
10153,N,51,10153-51,44996,TAQA North Ltd.,A2TG,1,0.01,Operating,Well,08-10-021-12W4,Pipeline,08-10-021-12W4,,,0, ,60.3,Z245.1,3.2,2901,Steel,4960,16,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,51,1995-07-12 00:00:00,1994-07-12 00:00:00,1994-07-12 00:00:00,1995-07-12 00:00:00,1995,
10153,N,52,10153-52,44997,TAQA North Ltd.,A2TG,1,0.01,Operating,Well,08-10-021-12W4,Pipeline,08-10-021-12W4,,,0, ,60.3,Z245.1,3.2,2901,Steel,4960,16,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,52,1995-07-12 00:00:00,1994-07-12 00:00:00,1994-07-12 00:00:00,1995-07-12 00:00:00,1995,
10153,N,54,10153-54,44999,TAQA North Ltd.,A2TG,1,0.02,Operating,Well,12-02-021-12W4,Pipeline,12-02-021-12W4,,,0, ,60.3,Z245.1,3.2,2901,Steel,4960,16,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,54,1995-07-12 00:00:00,1994-07-12 00:00:00,1994-07-12 00:00:00,1995-07-12 00:00:00,1995,
10153,N,55,10153-55,45000,TAQA North Ltd.,A2TG,1,0.02,Operating,Well,15-02-021-12W4,Pipeline,15-02-021-12W4,,,0, ,60.3,Z245.1,3.2,2901,Steel,4960,16,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,55,1995-07-12 00:00:00,1994-07-12 00:00:00,1994-07-12 00:00:00,1995-07-12 00:00:00,1995,
10153,N,56,10153-56,45001,TAQA North Ltd.,A2TG,1,0.02,Operating,Well,12-01-021-12W4,Pipeline,12-01-021-12W4,,,0, ,60.3,Z245.1,3.2,2901,Steel,4960,16,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,56,1995-07-12 00:00:00,1994-07-12 00:00:00,1994-07-12 00:00:00,1995-07-12 00:00:00,1995,
10153,N,72,10153-72,259398,TAQA North Ltd.,A2TG,6,0.04,Operating,Well,08-09-021-12W4,Pipeline,08-09-021-12W4,,,0, ,88.9,Z245.1,3.2,3592,Steel,4960,19,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10153,,72,2007-10-17 00:00:00,2006-10-17 00:00:00,2006-10-17 00:00:00,2007-10-17 00:00:00,2007,
15469,N,3,15469-3,72443,Canadian Natural Resources Limited,0HE9,5,0.03,Operating,Pipeline,01-19-035-21W4,Gas Processing Plant,01-19-035-21W4,,,0,Z662,168.3,Z245.3,7.11,2901,Steel,6550,27,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,15469,,3,1979-11-01 00:00:00,,,,1979,
10783,N,7,10783-7,50042,Sequoia Resources Corp.,0Z5F,1,0.03,Operating,Well,07-35-057-16W4,Compressor Station,07-35-057-16W4,,,0,,60.3,A53,3.91,B,Steel,4960,16,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10783,,7,1977-03-18 00:00:00,,,,1977,
11143,N,8,11143-8,51955,Harvest Operations Corp.,0Z0H,29,0.01,Abandoned,Blind End,16-26-040-03W4,Blind End,16-26-040-03W4,,,20, ,88.9,5L,5.49,A,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,11143,,8,,,2000-10-23 00:00:00,2001-04-23 00:00:00,1981,
1040,N,1,1040-1,3261,Imperial Oil Resources Limited,0007,1,0.1,Removed,Blind End,07-31-049-26W4,Blind End,06-31-049-26W4,,,0,Z662,88.9,5L,5.49,A,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Crude Oil,,,01040,,1,,,2017-06-28 15:20:00,2002-04-05 00:00:00,1959,
10583,N,17,10583-17,47943,Karve Energy Inc.,A7BT,18,0.03,Removed,Blind End,07-11-040-10W4,Blind End,07-11-040-10W4,,,0,Z662,60.3,Z245.1,3.9,2401,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,10583,,17,1994-09-27 00:00:00,,2017-03-16 13:55:00,,1979,
10583,N,24,10583-24,47946,Karve Energy Inc.,A7BT,1,0.03,Operating,Well,10-07-040-08W4,Pipeline,10-07-040-08W4,,,0,Z662,60.3,Z245.1,3.9,2401,Steel,4830,15,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,10583,,24,1994-09-27 00:00:00,,,,1979,
10583,N,31,10583-31,47950,Karve Energy Inc.,A7BT,1,0.03,Operating,Well,10-17-040-09W4,Pipeline,10-17-040-09W4,,,0,Z662,60.3,Z245.1,3.9,2401,Steel,4830,15,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,10583,,31,1994-09-27 00:00:00,,,,1979,
10610,N,5,10610-5,48005,NuVista Energy Ltd.,A0A7,1,0.01,Abandoned,Blind End,06-10-027-04W4,Blind End,06-10-027-04W4,,,0,Z662,60.3,A106,3.91,B,Steel,0,0,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10610,,5,2005-05-26 00:00:00,,,,1983,
10610,N,6,10610-6,48006,NuVista Energy Ltd.,A0A7,4,0.02,Operating,Well,11-08-027-04W4,Pipeline,11-08-027-04W4,,,0,Z662,88.9,A106,5.49,B,Steel,6200,21,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10610,,6,2005-05-26 00:00:00,,,,1983,
10615,N,14,10615-14,48032,ExxonMobil Canada Ltd.,0057,1,0.02,Abandoned,Blind End,15-07-051-02W4,Blind End,15-07-051-02W4,,,0,Z662,88.9,5LX,4.78,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,10615,,14,,1998-12-10 00:00:00,1998-12-10 00:00:00,1998-12-10 00:00:00,1977,
10191,N,5,10191-5,45124,ATCO Gas And Pipelines Ltd.,0144,3,0.03,Operating,Pipeline,01-15-042-28W4,Regulator Station,01-15-042-28W4,,,0,Z662,60.3,Z245.3,2.77,421,Steel,2410,6,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,10191,,5,1977-04-19 00:00:00,,,,1976,
10316,N,4,10316-4,330537,Enerplus Corporation,A5RD,1,0.03,Removed,Blind End,11-25-047-05W4,Blind End,11-25-047-05W4,,,0,Z662,88.9,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,Creek Crossing,,Oil-Well Effluent,,,10316,,3,,,2015-03-03 16:28:00,2000-12-05 00:00:00,1977,
10371,N,8,10371-8,46640,Cenovus Energy Inc.,A5D4,9,0.02,Operating,Pipeline,11-10-056-11W5,Gas Processing Plant,11-10-056-11W5,,,0,Z662,168.3,A53,7.11,B,Steel,9650,47,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,10371,,8,1976-09-17 00:00:00,,,,1976,
10371,N,12,10371-12,46642,Cenovus Energy Inc.,A5D4,5,0.02,Operating,Pipeline,11-10-056-11W5,Gas Processing Plant,11-10-056-11W5,,,0,Z662,88.9,A53,5.49,B,Steel,9650,32,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,10371,,12,1976-09-17 00:00:00,,,,1976,
10371,N,16,10371-16,46643,Cenovus Energy Inc.,A5D4,5,0.02,Operating,Well,11-10-056-11W5,Gas Processing Plant,11-10-056-11W5,,,0,Z662,88.9,A53,5.49,B,Steel,9650,32,Welded,Uncoated,Drayton Valley,,,,,,,,Natural Gas,,,10371,,16,2005-04-01 00:00:00,,,,1976,
1049,N,8,1049-8,320662,Keyera Energy Ltd.,A0C0,2,0.18,Removed,Blind End,14-08-051-24W4,Blind End,03-17-051-24W4,,,0,Z662,219.1,Z245.1,8.2,2901,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,HVP Products,,,01049,,2,2008-04-08 00:00:00,,2013-06-20 13:19:00,2003-02-11 00:00:00,1990,
10323,N,34,10323-34,46182,Canadian Natural Resources Limited,0HE9,3,0.02,Operating,Well,09-03-074-15W4,Pipeline,09-03-074-15W4,,,0, ,88.9,Z245.1,3.2,2901,Steel,1750,8,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10323,,34,1996-07-15 00:00:00,1996-01-15 00:00:00,2006-01-26 00:00:00,2006-01-26 00:00:00,1996,
10323,N,35,10323-35,46183,Canadian Natural Resources Limited,0HE9,26,0.08,Removed,Blind End,09-04-074-15W4,Blind End,09-04-074-15W4,,,0, ,88.9,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10323,,35,1996-07-15 00:00:00,1996-03-06 00:00:00,2014-03-07 11:09:00,2006-01-26 00:00:00,1996,
10292,N,25,10292-25,45851,Canadian Natural Resources Limited,0HE9,2,0.02,Operating,Well,14-33-022-14W4,Pipeline,14-33-022-14W4,,,0,Z662,88.9,Z245.3,2.77,2902,Steel,1750,10,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10292,,25,1986-11-06 00:00:00,,2009-01-13 00:00:00,2009-01-13 00:00:00,1986,
10292,N,26,10292-26,45852,Canadian Natural Resources Limited,0HE9,2,0.03,Operating,Well,16-32-022-14W4,Pipeline,16-32-022-14W4,,,0,Z662,88.9,Z245.3,2.77,2902,Steel,1750,10,Welded,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,10292,,26,1986-11-06 00:00:00,,2009-01-13 00:00:00,2009-01-13 00:00:00,1986,
10004,N,101,10004-101,43635,Accel Canada Holdings Limited,A7ND,22,0.01,Abandoned,Pipeline,07-21-058-22W4,Satellite,07-21-058-22W4,,,40,Z662,88.9,A106,5.49,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,10004,,101,1995-04-18 00:00:00,,,,1981,
1,N,25,1-25,310679,ATCO Gas And Pipelines Ltd.,0144,2,0.06,Removed,Blind End,08-20-083-21W5,Blind End,09-20-083-21W5,,,0,Z662,114.3,5L,4.78,A,Steel,4140,24,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,1,,6,,1997-08-07 00:00:00,2011-10-13 13:33:00,1998-02-07 00:00:00,1967,
10583,N,32,10583-32,47951,Karve Energy Inc.,A7BT,14,0.02,Operating,Compressor Station,13-17-040-09W4,Pipeline,13-17-040-09W4,,,0,Z662,168.3,Z245.1,7.1,2411,Steel,8280,41,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,10583,,32,1994-09-27 00:00:00,,,,1979,
10464,N,10,10464-10,47491,Husky Oil Operations Limited,0R46,7,0.03,Operating,Pipeline,01-16-056-20W4,Pipeline,02-16-056-20W4,,,0,Z662,88.9,A53,7.62,B,Steel,4140,10,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,10464,,10,2003-06-09 00:00:00,,,,1977,
10854,N,28,10854-28,50552,Cardinal Energy Ltd.,A6A7,3,0.03,Operating,Well,10-01-048-09W4,Satellite,10-01-048-09W4,,,0,Z662,88.9,5LX,3.96,X42,Steel,4830,19,Welded,Expanded Poly,Wainwright,,,,,,,,Oil-Well Effluent,,,10854,,28,,,1999-08-05 00:00:00,2000-02-05 00:00:00,1978,
17288,N,107,17288-107,84064,AltaGas Ltd.,A0TK,24,0.2,Removed,Blind End,05-16-053-17W4,Blind End,06-16-053-17W4,,,0,Z662,114.3,Z245.1,3.2,3171,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,17288,,107,1990-06-27 00:00:00,1990-06-08 00:00:00,2014-08-27 13:32:00,1991-06-08 00:00:00,1990,
17389,N,3,17389-3,84929,Baytex Energy Ltd.,0RL9,4,0.01,Operating,Pipeline,10-16-011-18W4,Battery,10-16-011-18W4,,,18, ,88.9,A106,5.49,B,Steel,3890,13,Welded,Uncoated,Calgary,,,,,,,,Oil-Well Effluent,,,17389,,3,2006-08-31 00:00:00,,,,1980,
15622,N,3,15622-3,73175,Manitok Energy Inc.,A5M4,3,0.03,Operating,Meter Station,07-21-095-01W6,Pipeline,07-21-095-01W6,,,0,Z662,60.3,Z245.1,3.2,2901,Steel,1380,4,Zap-Lok,Yes,Grande Prairie,,,,,,,,Salt Water,,,15622,,3,1980-04-11 00:00:00,,2005-03-08 00:00:00,2005-03-08 00:00:00,1980,
15622,N,5,15622-5,73177,Manitok Energy Inc.,A5M4,3,0.03,Operating,Meter Station,06-14-095-01W6,Pipeline,06-14-095-01W6,,,0,Z662,60.3,Z245.1,3.2,2901,Steel,1380,4,Zap-Lok,Yes,Grande Prairie,,,,,,,,Salt Water,,,15622,,5,1980-04-11 00:00:00,,2005-03-08 00:00:00,2005-03-08 00:00:00,1980,
15622,N,8,15622-8,73180,Manitok Energy Inc.,A5M4,3,0.03,Operating,Meter Station,07-01-095-01W6,Pipeline,07-01-095-01W6,,,0,Z662,60.3,Z245.1,3.2,2901,Steel,1380,4,Zap-Lok,Yes,Grande Prairie,,,,,,,,Salt Water,,,15622,,8,1980-04-11 00:00:00,,2005-03-08 00:00:00,2005-03-08 00:00:00,1980,
15622,N,9,15622-9,73181,Manitok Energy Inc.,A5M4,5,0.01,Abandoned,Blind End,02-01-095-01W6,Blind End,02-01-095-01W6,,,0,Z662,60.3,Z245.3,3.91,2901,Steel,0,0,Welded,Yes,Grande Prairie,,,,,,,,Salt Water,,,15622,,9,2009-01-08 00:00:00,,2005-03-08 00:00:00,2005-03-08 00:00:00,1980,
15622,N,12,15622-12,73183,Manitok Energy Inc.,A5M4,9,0.01,Discontinued,Blind End,06-04-095-01W6,Blind End,06-04-095-01W6,,,0,Z662,88.9,Z245.3,5.49,2901,Steel,0,0,Welded,Yes,Grande Prairie,,,,,,,,Salt Water,,,15622,,12,2009-01-08 00:00:00,,2005-03-08 00:00:00,2005-03-08 00:00:00,1980,
10863,N,3,10863-3,50894,NAL Resources Limited,0TM9,2,0.03,Discontinued,Blind End,04-08-038-03W5,Blind End,04-08-038-03W5,,,0,Z662,60.3,5LX,3.91,X42,Steel,0,0,Welded,Uncoated,Red Deer,,,,,,,,Fuel Gas,,,10863,,3,2009-02-23 00:00:00,1976-09-03 00:00:00,1976-09-03 00:00:00,1977-09-03 00:00:00,1977,
12017,N,11,12017-11,56722,Canadian Natural Resources Limited,0HE9,8,0.02,Operating,Well,06-31-094-01W6,Pipeline,06-31-094-01W6,,,0, ,168.3,5LX,4.78,X42,Steel,5450,33,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,12017,,11,1977-08-09 00:00:00,,,,1977,
17531,N,4,17531-4,85668,NEP Canada ULC,A637,1,0.03,Abandoned,Blind End,02-09-050-26W4,Blind End,02-09-050-26W4,,,0,Z662,88.9,UUUUUU,0,UUUU,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Oil-Well Effluent,,,17531,,4,1979-11-26 00:00:00,,2008-01-28 00:00:00,2008-01-28 00:00:00,1948,
10940,N,43,10940-43,51205,Canadian Natural Resources Limited,0HE9,1,0.02,Removed,Blind End,06-31-068-12W4,Blind End,06-31-068-12W4,,,0, ,88.9,5LX,2.11,X42,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,43,,,2011-02-22 15:47:00,2001-08-07 00:00:00,1977,
11381,N,68,11381-68,272165,Husky Oil Operations Limited,0R46,17,0.56,Removed,Well,11-21-045-06W4,Pipeline,14-21-045-06W4,,,0,Z662,69,FPLP,7.5,301,Composite,0,,Mechanical Coupling,Uncoated,Wainwright,,,,,,,,Oil-Well Effluent,,,11381,,68,2008-09-24 00:00:00,2007-09-24 00:00:00,2010-07-16 10:48:00,2008-09-24 00:00:00,2008,
10940,N,44,10940-44,51206,Canadian Natural Resources Limited,0HE9,3,0.02,Operating,Well,08-30-068-12W4,Pipeline,08-30-068-12W4,,,0, ,88.9,5LX,2.11,X42,Steel,1970,14,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,44,,,2001-08-07 00:00:00,2001-08-07 00:00:00,1977,
10940,N,45,10940-45,51207,Canadian Natural Resources Limited,0HE9,1,0.03,Removed,Blind End,07-19-068-12W4,Blind End,07-19-068-12W4,,,0, ,88.9,5LX,2.11,X42,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,45,,,2011-02-22 15:47:00,2001-08-07 00:00:00,1977,
11251,N,6,11251-6,52283,Ember Resources Inc.,A1H9,13,0.02,Operating,Pipeline,11-16-044-18W4,Meter Station,11-16-044-18W4,,,8, ,114.3,A53,6.02,B,Steel,4960,20,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,11251,,6,1977-03-24 00:00:00,,,,1977,
12514,N,5,12514-5,58874,Canadian Natural Resources Limited,0HE9,1,0.02,Abandoned,Blind End,11-12-067-01W5,Blind End,11-12-067-01W5,,,0.11,Z662,60.3,A53,3.91,B,Steel,0,0,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,12514,,5,1978-03-10 00:00:00,,2008-10-10 00:00:00,2008-10-10 00:00:00,1978,
11004,N,18,11004-18,51475,Area 2 Energy Ltd.,A79G,3,0.02,Operating,Pipeline,05-22-020-04W4,Compressor Station,05-22-020-04W4,,,0,Z662,88.9,5LX,2.11,X42,Steel,1720,12,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,11004,,18,1977-06-23 00:00:00,,,,1977,
11371,N,2,11371-2,53054,Canadian Natural Resources Limited,0HE9,1,0.02,Operating,Well,06-09-053-12W4,Pipeline,06-09-053-12W4,,,0,,60.3,A 106,5.54,B,Steel,4960,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,11371,,2,1977-06-23 00:00:00,,,,1977,
10236,N,13,10236-13,45345,NAL Resources Limited,0TM9,5,0.03,Operating,Pipeline,02-33-038-03W5,Pipeline,02-33-038-03W5,,,0.22, ,88.9,5LX,3.18,X42,Steel,1900,9,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,10236,,13,1977-01-06 00:00:00,,,,1977,
10236,N,19,10236-19,45350,NAL Resources Limited,0TM9,2,0.03,Operating,Pipeline,06-31-037-03W5,Pipeline,06-31-037-03W5,,,0.22, ,60.3,5LX,3.18,X42,Steel,1900,6,Welded,Uncoated,Red Deer,,,,,,,,Natural Gas,,,10236,,19,1977-01-06 00:00:00,,,,1977,
11252,N,4,11252-4,268970,ATCO Gas And Pipelines Ltd.,0144,7,0.02,Removed,Blind End,04-22-021-29W4,Blind End,04-22-021-29W4,,,0.01,Z662,60.3,Z245.1,3.2,3592,Steel,0,0,Welded,Uncoated,Calgary,,,,,,,,Natural Gas,,,11252,,4,2008-06-12 00:00:00,2007-06-12 00:00:00,2016-11-18 10:48:00,2008-06-12 00:00:00,2008,
10513,N,2,10513-2,47713,AltaGas Ltd.,A0TK,8,0.02,Operating,Creek,11-30-058-04W4,Creek,11-30-058-04W4,,,0,Z662,168.3,5LX,3.18,X42,Steel,4960,45,Welded,Uncoated,Bonnyville,,,,,,Creek Crossing,,Natural Gas,,,10513,,2,,,2000-01-20 00:00:00,2000-07-20 00:00:00,1977,
10513,N,4,10513-4,47715,AltaGas Ltd.,A0TK,1,0.03,Operating,Meter Reg. Station,06-13-058-05W4,Battery,06-13-058-05W4,,,0,Z662,88.9,5LX,3.18,X42,Steel,4960,24,Welded,Uncoated,Bonnyville,,,,,,River Crossing,,Natural Gas,,,10513,,4,,,2000-01-20 00:00:00,2000-07-20 00:00:00,1977,
13076,N,2,13076-2,61192,Canadian Natural Resources Limited,0HE9,4,0.02,Operating,Well,08-04-019-13W4,Pipeline,08-04-019-13W4,,,0,Z662,60.3,A106,3.91,C,Steel,2240,6,Zap-Lok,Uncoated,Medicine Hat,,,,,,,,Natural Gas,,,13076,,2,1977-08-15 00:00:00,,,,1977,
11251,N,3,11251-3,52281,Ember Resources Inc.,A1H9,7,0.02,Operating,Pipeline,10-09-044-18W4,Meter Station,10-09-044-18W4,,,8, ,88.9,A53,5.49,B,Steel,4960,17,Welded,Uncoated,Edmonton,,,,,,,,Natural Gas,,,11251,,3,1977-03-24 00:00:00,,,,1977,
11376,N,2,11376-2,53064,Canadian Natural Resources Limited,0HE9,1,0.02,Abandoned,Well,11-23-055-15W4,Pipeline,11-23-055-15W4,,,0,Z662,60.3,5L,3.91,X42,Steel,0,0,Welded,Uncoated,Wainwright,,,,,,,,Natural Gas,,,11376,,2,1988-10-21 00:00:00,,,,1988,
10511,N,1,10511-1,47710,Paramount Resources Ltd.,0AW4,2,0.03,Removed,Blind End,06-17-037-03W5,Blind End,06-17-037-03W5,,,0,X,60.3,5LX,3.18,X42,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Fuel Gas,,,10511,,1,1986-01-24 00:00:00,,2014-05-12 15:53:00,,1977,
11627,N,6,11627-6,221050,Husky Oil Operations Limited,0R46,4,0.04,Operating,Pipeline,08-24-047-05W4,Pipeline,08-24-047-05W4,,,0,Z662,168.3,5L,4.78,B,Steel,4960,,Welded,Free Standing,Wainwright,,,,,,,,Natural Gas,,,,,,,,2004-09-21 00:00:00,2004-09-21 00:00:00,2004,
11503,N,6,11503-6,53866,Tidewater Midstream and Infrastructure Ltd.,A74Y,2,0.02,Operating,Pipeline,10-07-060-14W5,Well,10-07-060-14W5,,,0,,60.3,5L,3.91,B,Steel,4830,15,Welded,Uncoated,Edmonton,,,,,,,,Fuel Gas,,,11503,,6,1978-05-30 00:00:00,,,,1978,
11381,N,41,11381-41,53100,Husky Oil Operations Limited,0R46,13,0.01,Operating,Well,04-21-045-06W4,Satellite,04-21-045-06W4,,,0,Z662,88.9,5LX,2.77,X42,Steel,3500,19,Zap-Lok,Yes,Wainwright,,,,,,,,Oil-Well Effluent,,,11381,,41,1983-03-07 00:00:00,1982-09-15 00:00:00,1982-09-15 00:00:00,1983-09-15 00:00:00,1983,
10259,N,5,10259-5,45436,Sydco Energy Inc.,A543,2,0.1,Removed,Blind End,06-07-087-01W6,Blind End,06-07-087-01W6,,,0,Z662,114.3,Z245.1,3.2,2901,Steel,0,0,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,10259,,5,1992-07-22 00:00:00,1991-12-18 00:00:00,2013-08-02 12:11:00,1992-12-18 00:00:00,1991,
10940,N,31,10940-31,51194,Canadian Natural Resources Limited,0HE9,3,0.03,Operating,Well,11-12-068-13W4,Pipeline,11-12-068-13W4,,,0, ,88.9,5LX,2.11,X42,Steel,1970,14,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,31,,,2001-08-07 00:00:00,2001-08-07 00:00:00,1977,
10940,N,32,10940-32,51195,Canadian Natural Resources Limited,0HE9,1,0.02,Abandoned,Blind End,10-18-068-12W4,Blind End,10-18-068-12W4,,,0, ,88.9,5LX,2.11,X42,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,32,,,2002-04-01 00:00:00,2002-04-01 00:00:00,1977,
10940,N,33,10940-33,51196,Canadian Natural Resources Limited,0HE9,1,0.02,Removed,Blind End,07-11-069-13W4,Blind End,07-11-069-13W4,,,0, ,88.9,5LX,2.11,X42,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,33,,,2011-06-10 17:57:00,2001-08-07 00:00:00,1977,
10940,N,38,10940-38,51201,Canadian Natural Resources Limited,0HE9,3,0.03,Operating,Well,10-27-068-13W4,Pipeline,10-27-068-13W4,,,0, ,88.9,5LX,2.11,X42,Steel,1970,14,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,38,,,2001-08-07 00:00:00,2001-08-07 00:00:00,1977,
10940,N,42,10940-42,51204,Canadian Natural Resources Limited,0HE9,1,0.06,Removed,Blind End,06-23-068-13W4,Blind End,06-23-068-13W4,,,0, ,88.9,5LX,2.11,X42,Steel,0,0,Welded,Uncoated,Bonnyville,,,,,,,,Natural Gas,,,10940,,42,,,2015-05-11 13:37:00,2001-08-07 00:00:00,1977,
11789,N,17,11789-17,321420,Sinopec Daylight Energy Ltd.,A6GD,1,0.03,Removed,Blind End,03-04-048-03W5,Blind End,03-04-048-03W5,,,0,Z662,60.3,5L,3.18,B,Steel,0,0,Welded,Uncoated,Drayton Valley,,,,,,,,Oil-Well Effluent,,,11789,,8,,1997-03-19 00:00:00,2013-08-19 12:26:00,2005-10-21 00:00:00,,
11906,N,2,11906-2,55980,Kelt Exploration Ltd.,A6D7,1,0.02,Operating,Pipeline,06-12-075-07W6,Pipeline,06-12-075-07W6,,,0,X,60.3,A53,3.91,B,Steel,6895,22,Welded,Uncoated,Grande Prairie,,,,,,,,Natural Gas,,,11906,,2,1986-01-24 00:00:00,,,,1978,
13078,N,8,13078-8,61207,Pembina Pipeline Corporation,0205,4,0.02,Operating,Pipeline,02-05-053-23W4,Pipeline Terminal,02-05-053-23W4,,,0,,508,Z245.2,8.74,3593,Steel,3550,29,Welded,Uncoated,Edmonton,,,,,,,,Crude Oil,,,13078,,8,1978-04-03 00:00:00,,,,1978,
13202,N,12,13202-12,318070,Canadian Natural Resources Limited,0HE9,3,0.45,Removed,Blind End,11-02-039-08W5,Blind End,11-02-039-08W5,,,0,Z662,88.9,Z245.3,3.96,2901,Steel,7930,31,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,13202,,2,1978-08-14 00:00:00,,2012-12-19 12:17:00,2006-12-09 00:00:00,1978,
13202,N,14,13202-14,318864,Canadian Natural Resources Limited,0HE9,2,0.1,Removed,Blind End,06-02-039-08W5,Blind End,11-02-039-08W5,,,0,Z662,88.9,Z245.3,3.96,2901,Steel,0,0,Welded,Uncoated,Unknown,,,,,,,,Natural Gas,,,13202,,2,1978-08-14 00:00:00,,2013-02-08 09:57:00,2006-12-09 00:00:00,1978,
