refno,date_incident,date_notification,company,city,type,product,volume,status,summary
20150528,2015-02-21,2015-02-21,Talisman Energy Inc.,Chauvin (1.5 km W),Well,Salt/Produced Water,3 m3,No emergency phase.,Caused by a mechanical failure the sour product release remained on lease and clean-up is underway. There are no reports of waterbodies or wildlife impacts.
20141736,2014-07-21,2014-07-21,Petrus Resources Ltd.,Spirit River (8 km S),Pipeline,Emulsion,80 m3,No emergency phase.,"Release of emulsion from a pipeline migrating across farmland. Company has been in contact with the land owner, and have removed the free liquids. Environmental impact to soil is being evaluated and cleanup will continue. No reported impacts to any waterbody and/or wildlife."
20152654,2015-09-30,2015-09-30,Canadian Natural Resources Limited,Seven Persons (12 km NW),Well,Gas Production (Raw),1 &times;&nbsp;103&nbsp;m3,No emergency phase.,Release of sour natural gas due to a line failure on a well. Line has been shut in and depressurized. No reported impacts to wildlife or a waterbody.
20141730,2014-07-20,2014-07-20,ConocoPhillips Canada Resources Corp.,Lodgepole (40 km SW),Pipeline,Gas Production (Raw),5 &times;&nbsp;103&nbsp;m3,No emergency phase.,Slightly sour gas released to atmosphere due to corrosion on a pipe. No fluids released with the gas. Line has been depressurized and repairs started. No offsite odor complaints received.
20173211,2017-10-15,2017-10-15,Bonterra Energy Corp.,Alder Flats (4.5 km NE),Facility,Process Water,16 m3,No emergency phase,Company reported an equipment failure resulting in produced water being released. The majority of the release was contained on site. Clean up is underway. No reported impacts to any waterbodies or wildlife.
20131332,2013-07-08,2013-07-08,Spur Resources Ltd.,Medicine Hat (35 km S),Pipeline,Produced water and gas,"1.5 &times;&nbsp;103&nbsp;m3 and 3.0 m3, respectively",No emergency phase.,Pipeline failure that was detected by a pressure drop in production. No impacts to waterways or wildlife reported.
20173625,2017-11-25,2017-11-25,Canadian Oil &amp; Gas International Inc.,Stettler (31 km E),Pipeline,Crude Oil,1 m3,No emergency phase,Release of Crude Oil off lease. Clean up is underway. No reported impacts to wildlife.
20173624,2017-11-24,2017-11-24,Canadian Natural Resources Limited,Wabasca-Desmarais (52 km NE),Pipeline,Crude Oil and Salt/Produced Water,3 m3 and 15.7 m3 respectively,No emergency phase,Release of Crude Oil and Salt/Produced Water off lease. Clean up is underway. No reported impacts to wildlife or waterbodies.
20173627,2017-11-26,2017-11-26,Petrus Resources Corp.,Warburg (8 km SE),Pipeline,Crude Oil,2 m3,No emergency phase,Release of Crude Oil off lease. Clean up is underway. No reported impacts to wildlife.
20131231,2013-06-25,2013-06-25,Pengrowth Energy Corporation,Swan Hills (20 km S),Facility,Sweet produced water,4.0 m3,No emergency phase.,"Cause unknown at this time. Impacts to small, dry seasonal water channel that leads to unnamed creek. No impact to unnamed creek reported."
20131233,2013-06-22,2013-06-22,Pengrowth Energy Corporation,Sundre (8 km NE),Well,Sour crude oil,Unknown,No emergency phase.,Inadequate procedure (not confirmed). Small pool of standing water impacted. Small volume migrated off lease onto pasture land. A fence was erected around the impacted area to keep cattle away.
20163336,2016-11-13,2016-11-13,Husky Oil Operations Limited,Paradise Valley (13 km NE),Well,Salt/Produced Water,45 m3,No emergency phase.,Release of produced water on lease due to an issue with a well. Well has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20163847,2016-12-28,2016-12-28,Penn West Petroleum Ltd.,Cynthia (26 km NW),Pipeline,Salt/Produced Water,10 m3,No emergency phase.,The released product flowed off lease. Clean up is underway. No reported impacts to wildlife or waterbodies reported.
20131407,2013-07-19,2013-07-19,Harvest Operation Corp.,Irma (27 km N),Pipeline,Emulsion,250.0 m3,Over.,Pipeline leak. Release has impacted a standing hay field and an area of approximately 4500 m2. Pipeline is shut in. Clean up is underway. No waterways or wildlife impacts reported.
20173453,2017-11-09,2017-11-09,Bow River Energy Ltd.,Provost (7 km SE),Well,Salt/Produced Water,40 m3,No emergency phase,Cause is unknown at this time. Most of the product remained on lease. Clean up is underway. No impacts to wildlife or waterbodies reported.
20173323,2017-10-24,2017-10-24,Paint Earth Gas Coop,Castor (7 km SE),Pipeline,Gas Prod&rsquo;n (Mrktble),1 &times;&nbsp;103&nbsp;m3,No emergency phase,Release of sweet natural gas from a pipeline. Repairs have been made to the pipeline. No reported impacts to wildlife or waterbodies.
20131403,2013-07-19,2013-07-19,Penn West Petroleum Ltd.,Swan Hills (30 km SW),Pipeline,Produced water,200.0 m3,Over.,"Pipeline leak. Product has impacted an unnamed, seasonal flowing creek. Product contained in a series of inactive beaver dams. No downstream impacts reported.Pipeline is shut in. Sampling and remediation are being conducted. No wildlife impacts reported."
20131402,2013-07-19,2013-07-19,Harvest Operation Corp.,Irma (27 km N),Pipeline,Emulsion,250.0 m3,Over.,Pipeline leak. Release has impacted a standing hay field and an area of approximately 4500&nbsp;m2. Pipeline is shut in. Clean up is underway. No waterways or wildlife impacts reported.
20173755,2017-12-05,2017-12-06,Cardinal Energy Ltd.,Slave Lake (19 km SE),Pipeline,Crude Oil,0.1 or less m3,No emergency phase,Release of crude due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20173757,2017-12-05,2017-12-06,Cardinal Energy Ltd.,Slave Lake (19 km SE),Pipeline,Crude Oil,0.1 or less m3,No emergency phase,Release of crude due to an issue with a pipeline. Line has been shut in and cleanup is underway. No reported impacts to wildlife or a waterbody.
20162383,2016-08-22,2016-08-22,Sinopec Daylight Energy Ltd.,Drayton Valley (12 km W),Pipeline,Sour Gas,0.5 m3,No emergency phase.,Release occurred at the edge of lease. Line was shut in and isolated. Due to H2S concentration the three residents within the emergency planning zone were notified of the release. No evacuations and no impacts to waterbodies or wildlife reported.
20140781,2014-04-06,2014-04-06,Zargon Oil &amp; Gas Ltd.,Taber (17 km S),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,0.1 or less m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 8.9 m3 respectively,No emergency phase.,"Release of produced water with minor component of sour oil and gas into a farmer&rsquo;s field. Line has been shut in and depressured, fluid is contained and recovery is ongoing. No reported impacts to any waterbody or wildlife."
20172539,2017-08-11,2017-08-11,Obsidian Energy Ltd.,Three Hills (23 km NW),Well,H2S,0.1 or less m3,No emergency phase.,A mechanical failure caused the release of sour gas to atmoshpere. The well was killed and repaired. No liquid product was released.
20141413,2014-06-18,2014-06-18,Imperial Oil Resources Limited,Cold Lake (26 km NW),Pipeline,Crude Bitumen,0.1 or less m3,No emergency phase.,While purging a pipeline crude bitumen was released off site. Clean up is complete. No reported impacts to waterbodies or wildlife.
20142698,2014-10-17,2014-10-17,Pengrowth Energy Corporation,Swan Hills (25 km SW),Pipeline,Salt/Produced Water,0.5 m3,No emergency phase.,Release of slightly sour emulsion from a crack found in a fibre glass pipeline. Company is in the process of removing the impacted soils. No reported impacts to any water body or wildlife.
20140948,2014-04-25,2014-04-25,Canadian Natural Resources Limited,Lethbridge (50 km E),Pipeline,Salt/Produced Water,0.1 or less m3,No emergency phase.,Unknown cause of release at this time. Clean up is underway. There are no reported impacts to wildlife or waterbodies.
20140949,2014-04-25,2014-04-25,Penn West Petroleum Ltd.,Swan Hills (50 km W),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,1 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 4 m3 respectively,No emergency phase.,Unknown cause of release at this time. Clean up is underway. There are no reported impacts to wildlife or waterbodies.
20162010,2016-07-20,2016-07-20,Pengrowth Energy Corporation,Swan Hills (27 km SW),Pipeline,Crude Oil and Salt/Produced Water,0.1 or less m3 and 1 m3 respectively,No emergency phase.,Sour product was released form a pipeline. Clean up is underway. No impacts to waterbodies or wildlife reported.
20171405,2017-05-02,2017-05-02,Canadian Natural Resources Limited,Bonnyville (10 km E),Facility,Fresh Water,50 m3,No emergency phase.,Release of fresh water that migrated off lease. There are no reported impacts to wildlife or waterbodies.
20141147,2014-05-17,2014-05-17,Talisman Energy Inc.,Chauvin (1.5 km SW),Pipeline,Salt/Produced Water,200 m3,No emergency phase.,Release of produced water due to a pipeline failure. Fluids ran down slope and were contained in a low area in a pasture. Free fluids have been collected and clean up is ongoing. No reports of impacted wildlife or waterbodies.
20141414,2014-06-18,2014-06-18,Penn West Petroleum Ltd.,High Prairie (67 km NE),Pipeline,Crude Oil and Gas Production (Raw) and Salt/Produced Water,0.5 m3 and 0.1 or less &times;&nbsp;103&nbsp;m3 and 2.5 m3 respectively,No emergency phase.,Due to a pipeline breach there was an emulsion release off site and went to a muskeg area. Clean up is underway and on going. No reported impacts to wildlife.
20150334,2015-02-01,2015-02-01,Spyglass Resources Corp.,Vauxhall (11 km W),Pipeline,Salt/Produced Water,2 m3,No emergency phase.,Release of produced water due to a pipeline failure. There are no free fluids at surface. Release is being delineated and then clean up will commence. No reported impacts to a waterbody or wildlife.
20131348,2013-07-11,2013-07-11,Devon Canada,Conklin (15 km SE),Well,"Steam, bitumen and produced water","Unknown, 40.0 m3 and 66.0 m3, respectively",Over.,"Cause unknown. No impacts to wildlife reported. Some released product migrated off lease. Unknown if Monday Creek, located ~0.6 km away, has been impacted."
20141418,2014-06-18,2014-06-18,Penn West Petroleum Ltd.,Bowden (4 km NW),Pipeline,Crude Oil and Salt/Produced Water,0.2 m3 and 1.5 m3 respectively,No emergency phase.,Release of sour emulsion from a pipeline that remained on lease. Clean up is complete. There were no odours off site. No reported impacts to waterbodies or wildlife.
20150238,2015-01-15,2015-01-15,Husky Oil Operations Limited,Vermilion (3 km S),Pipeline,Salt/Produced Water,46 m3,Emergency phase over.,"Produced water release from on lease piping after a gasket on a valve failed. Fluids migrated off lease to a low lying area in pasture land. Land owner has been contacted. Impacted area of approximately 4054 m2 has been fenced off to keep the horses in the area from being impacted. Free fluids have been removed, and impacted soils are being cleanup. No reported impacts to any waterbody or wildlife."
